D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_285610.png,,,-1.0727047765612951e-06,0.699999988079071,0.0,0.20016207879651293
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_300543.png,,,-1.0728836059570312e-06,0.699999988079071,0.0,0.20008526074136354
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_315502.png,,,-1.0728836059570312e-06,0.699999988079071,0.0,0.20008526074136354
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_330463.png,,,5.365610036278667e-07,0.699999988079071,0.0,0.20000223239044987
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_345422.png,,,-1.0730028634498012e-06,0.699999988079071,0.0,0.1999612931421563
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_447176.png,,,-1.788139081249085e-10,0.699999988079071,0.0,0.19969050597385826
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_461113.png,,,-1.788139081249085e-10,0.699999988079071,0.0,0.19964967661462324
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_535913.png,,,-1.0733008366514696e-06,0.699999988079071,0.0,0.19949975808202258
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_637640.png,,,-1.073777639248874e-06,0.699999988079071,0.0,0.19918583251911176
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_711466.png,,,-1.0728836707940559e-09,0.699999988079071,0.0,0.19898655704001914
D:\Carla\CARLA_0.9.8\WindowsNoEditor\PythonAPI\examples\Data\IMG\center_2020_03_22_16_09_42_801231.png,,,-3.458261517153005e-06,0.699999988079071,0.0,0.19874683406242694
